,SK_ID_CURR,TARGET
0,100001,0.06505115350365893
1,100005,0.1264008628620721
2,100013,0.08123883481753814
3,100028,0.061509363614455116
4,100038,0.1283076432624614
5,100042,0.055893562654302606
6,100057,0.08303505659957822
7,100065,0.1254701494540476
8,100066,0.050359062441853036
9,100067,0.10329456967704863
10,100074,0.06324561358749245
11,100090,0.11512749959390196
12,100091,0.11715822104511232
13,100092,0.09810110738049097
14,100106,0.1558210555533691
15,100107,0.11181272003296594
16,100109,0.09856982364431127
17,100117,0.07621643925456383
18,100128,0.07349350185004873
19,100141,0.087928080850478
20,100150,0.07549698001080206
21,100168,0.0649948468652681
22,100169,0.044324958226132326
23,100170,0.08690339091889719
24,100171,0.09982796639888074
25,100172,0.12153726652090688
26,100184,0.0739171721044746
27,100187,0.061739081507788805
28,100212,0.08580741486609231
29,100222,0.08476303380360346
30,100223,0.06309495139766641
31,100232,0.07324641756621232
32,100241,0.1411894160301816
33,100245,0.07944665703269001
34,100253,0.06144341107720488
35,100256,0.0945055225006066
36,100271,0.05483319047297363
37,100278,0.10646984965464183
38,100280,0.07066897821557809
39,100306,0.1538884559946224
40,100311,0.10708583173122703
41,100312,0.06354206411778854
42,100330,0.07495907404325679
43,100331,0.08947734436037078
44,100352,0.09284457873378961
45,100358,0.09300646295957897
46,100367,0.08562889481562194
47,100382,0.08528106471159597
48,100384,0.07421528114337468
49,100385,0.11568043013464611
50,100386,0.09037798935695135
51,100399,0.07180169163277553
52,100404,0.06926376142877252
53,100416,0.07177980818878776
54,100422,0.12102744691321064
55,100426,0.0794346542050855
56,100438,0.06845415904714298
57,100444,0.11472582332051413
58,100445,0.12338752376867884
59,100446,0.11718791412933058
60,100447,0.06484685933662429
61,100450,0.073684897940814
62,100466,0.08577776882932904
63,100483,0.07288528331888565
64,100484,0.052560838077373696
65,100494,0.08403868913148663
66,100510,0.1255061236427396
67,100512,0.0595509168464727
68,100517,0.06955169980080025
69,100548,0.05836370540743317
70,100551,0.07007066447882383
71,100552,0.1256188788202177
72,100553,0.08592070699338528
73,100561,0.09290545248633339
74,100568,0.1234982038373211
75,100569,0.06932599505218806
76,100591,0.09532500450649677
77,100592,0.04786700047993433
78,100602,0.10761530978210722
79,100607,0.0791573375212147
80,100613,0.08342402592094025
81,100617,0.07819070190652505
82,100618,0.09140864410334718
83,100622,0.16354194746655257
84,100625,0.12431263176237188
85,100677,0.08352778474211338
86,100699,0.07670660572911978
87,100702,0.13677986299869768
88,100711,0.0841467321255718
89,100729,0.1370049868961547
90,100740,0.11816033287164766
91,100744,0.1048265472005228
92,100745,0.10250459482496345
93,100747,0.10006022563221778
94,100751,0.11105572463681833
95,100752,0.08554727492674791
96,100753,0.14571359597809902
97,100754,0.0958495606319628
98,100760,0.10778869724450367
99,100762,0.09414765932663512
100,100763,0.07689646213231559
101,100765,0.07605647559910426
102,100770,0.10165115911132185
103,100772,0.08600916255940488
104,100777,0.08513413574717515
105,100791,0.06889436622965484
